index,series_name,network,season,title,rating,engagement,date,time,format,monster_name,monster_type,monster_subtype,monster_species,monster_real,monsters,setting,location,suspects,arrested,culprit_name,culprits,motive,door_gag,scrappy,snacks,zoinks,groovy
465,"Be Cool, Scooby-Doo!",Cartoon Network,1,Saga of the Swamp Beast,8.2,67,2/27/2016,22,TV Series,Swamp Monster,Plant,Humanoid,Swamp-Monster,FALSE,1,Swamp,Louisiana,3,TRUE,Dwayne,1,Theft,FALSE,FALSE,0,1,0
466,"Be Cool, Scooby-Doo!",Cartoon Network,1,"Be Cold, Scooby-Doo!",7.5,63,3/5/2016,22,TV Series,Snow Monster,Possessed Object,Snow-Man,Snow-Man,FALSE,1,Snow,United States,3,TRUE,Heidi Ho Swift,1,Preservation,FALSE,FALSE,0,1,0
467,"Be Cool, Scooby-Doo!",Cartoon Network,1,Giant Problems,7.4,58,3/12/2016,22,TV Series,Giant,Mythical,Giant,Cyclops,FALSE,1,Forest,Ireland,3,TRUE,Colin McQuaid,1,Competition,FALSE,FALSE,0,0,0
468,"Be Cool, Scooby-Doo!",Boomerang,1,Eating Crow,7.4,54,3/23/2016,22,TV Series,"Scarecrow,Scarecrow","Possessed Object,Possessed Object","Humanoid,Humanoid","Scarecrow,Scarecrow",FALSE,2,Rural,United States,4,FALSE,"Jonathan,Old Tom",2,Natural Resource,FALSE,FALSE,0,1,0
469,"Be Cool, Scooby-Doo!",Boomerang,1,I Scooby Dooby Do,7.2,58,6/20/2017,22,TV Series,Ghost of the Cliff Bride,Undead,Zombie,Human,FALSE,1,Rural,United States,4,FALSE,"Kimmy's Mother,Nate's Mother",2,Competition,FALSE,FALSE,0,0,0
470,"Be Cool, Scooby-Doo!",Boomerang,1,El Bandito,7.6,52,6/20/2017,22,TV Series,Spirit of El Bandito,Undead,Skeleton,Human,FALSE,1,Rural,Mexico,3,TRUE,Gustavo,1,Treasure,FALSE,FALSE,0,0,0
471,"Be Cool, Scooby-Doo!",Boomerang,1,Into the Mouth Madcap,7.2,50,6/20/2017,22,TV Series,Madcap the Killer Clown,Disguised,Clown,Human,FALSE,1,Urban,United States,4,TRUE,Oopsy,1,Competition,FALSE,FALSE,0,2,0
472,"Be Cool, Scooby-Doo!",Boomerang,1,The Norse Case Scenario,7.3,48,6/20/2017,22,TV Series,"Viking Ghosts,Viking Ghosts,Viking Ghosts","Ghost,Ghost,Ghost","Viking,Viking,Viking","Human,Human,Human",FALSE,3,Forest,United States,6,TRUE,"Donald,Edith,Ranger Mark",3,Natural Resource,FALSE,FALSE,0,0,0
473,"Be Cool, Scooby-Doo!",Boomerang,1,The People vs. Fred Jones,7.7,50,6/20/2017,22,TV Series,Toxic Mutant,Undead,Mutant,Human,FALSE,1,Urban,United States,3,TRUE,Dayton Knight,1,Theft,FALSE,FALSE,0,1,0
474,"Be Cool, Scooby-Doo!",Boomerang,2,Some Fred Time,8.2,53,11/14/2017,22,TV Series,Dorsal Foot,Animal,Humanoid,Shark,FALSE,1,Coast,United States,3,TRUE,Bellington,1,Competition,FALSE,FALSE,0,1,0
475,"Be Cool, Scooby-Doo!",Boomerang,2,There Wolf,7.5,40,11/15/2017,22,TV Series,Werewolf,Animal,Werewolf,Human,FALSE,1,Forest,United States,3,TRUE,Miguel,1,Theft,FALSE,FALSE,0,1,0
476,"Be Cool, Scooby-Doo!",Boomerang,2,Renn Scare,7.4,40,11/15/2017,22,TV Series,Jester Monster,Disguised,Jester,Human,FALSE,1,Forest,United States,3,TRUE,Harvey,1,Competition,FALSE,FALSE,0,0,0
477,"Be Cool, Scooby-Doo!",Boomerang,2,How to Train Your Coward,7.6,42,12/21/2017,22,TV Series,Vampire,Undead,Vampire,Human,FALSE,1,Rural,United States,3,TRUE,"Sheriff Boon,Paco",2,Theft,FALSE,FALSE,0,1,0
478,"Be Cool, Scooby-Doo!",Boomerang,2,Worst in Show,7.1,38,11/17/2017,22,TV Series,Houndbeast,Animal,Beast,Hound,FALSE,1,Urban,New York,4,TRUE,Estelle Brady,1,Competition,FALSE,FALSE,0,0,0
479,"Be Cool, Scooby-Doo!",Boomerang,2,Mysteries on the Disorient Express,7.5,42,11/18/2017,22,TV Series,"Grim Reaper,Mummy,Tengu,Tarasque,Tzitzimitl,Manticore,Haniver,Hemogoblin","Undead,Undead,Mythical,Mythical,Magician,Mythical,Mythical,Mythical","Skeleton,Mummy,Humanoid,Humanoid,Shaman,Beast,Beast,Goblin","Human,Human,Chicken,Turtle,Human,Manticore,Beast,Goblin",FALSE,8,Rural,United States,4,TRUE,"Tobor,Ichi,Other Spies",3,Theft,FALSE,FALSE,0,0,0
480,"Be Cool, Scooby-Doo!",Boomerang,2,Halloween,7.4,43,9/28/2017,22,TV Series,"Baba Yaga,Baba Yaga House","Magician,Possessed Object","Witch,House","Human,House",FALSE,2,Urban,United States,3,TRUE,"Mrs. Clune,Mr. Clune",2,Competition,FALSE,FALSE,0,1,0
481,"Be Cool, Scooby-Doo!",Boomerang,2,The Curse of Kaniaku,7.5,39,11/19/2017,22,TV Series,Kaniaku,Animal,Demon,Crab,FALSE,1,Urban,Japan,4,TRUE,Mr. Kagawa,1,Competition,FALSE,FALSE,0,0,0
482,"Be Cool, Scooby-Doo!",Boomerang,2,Vote Velma,6.6,40,11/19/2017,22,TV Series,Ghost of Amos Littlefield,Ghost,Ghost,Human,FALSE,1,Urban,United States,5,TRUE,Violet Oberon,2,Competition,FALSE,FALSE,0,0,0
483,"Be Cool, Scooby-Doo!",Boomerang,2,Scroogey Doo,7.7,47,11/30/2017,22,TV Series,"Ghost of Jacob Marley,Ghost of Christmas Past,Ghost of Christmas Present,Ghost of Christmas Future","Ghost,Ghost,Ghost,Ghost","Ghost,Ghost,Ghost,Ghost","Human,Human,Human,Human",FALSE,4,Urban,England,4,TRUE,Dr. Buggly,1,Theft,FALSE,FALSE,0,0,0
484,"Be Cool, Scooby-Doo!",Boomerang,2,In Space,8,44,11/20/2017,22,TV Series,Space Kook,Extraterrestrial,Humanoid,Alien,FALSE,1,Space,Space,3,TRUE,Officer Soung,1,Natural Resource,FALSE,FALSE,0,0,0
485,"Be Cool, Scooby-Doo!",Boomerang,2,Doo Not Distrub,7.9,50,11/21/2017,22,TV Series,Ghost of Mother,Undead,Zombie,Human,FALSE,1,Snow,United States,2,TRUE,Josh,1,Competition,FALSE,FALSE,0,0,0
486,"Be Cool, Scooby-Doo!",Boomerang,2,Silver Scream,7.4,38,11/22/2017,22,TV Series,Ghost of Archie Barnes,Ghost,Ghost,Human,FALSE,1,Rural,California,5,TRUE,Lori Logan,1,Competition,TRUE,FALSE,0,0,0
487,"Be Cool, Scooby-Doo!",Boomerang,2,Fright of Hand,7.2,35,11/22/2017,22,TV Series,Mutant Rabbit,Animal,Giant,Rabbit,FALSE,1,Urban,United States,3,TRUE,"Saul Twinkelshine,Greg Twinkelshine",2,Competition,FALSE,FALSE,0,0,0
488,"Be Cool, Scooby-Doo!",Boomerang,2,Greece in the World,6.7,35,11/23/2017,22,TV Series,Arachne,Mythical,Humanoid,Spider,FALSE,1,Rural,Greece,4,TRUE,"Aeslop,Prince Shlemielius",2,Competition,FALSE,FALSE,0,0,0
489,"Be Cool, Scooby-Doo!",Boomerang,2,American Goth,7.1,41,3/8/2018,22,TV Series,Plant Monster,Plant,Humanoid,Bush,FALSE,1,Urban,United States,4,TRUE,Dorbin,1,Competition,FALSE,FALSE,0,1,0
490,"Be Cool, Scooby-Doo!",Boomerang,2,Omelettes Are Forever,7.2,31,3/9/2018,22,TV Series,Minus,Disguised,Mutant,Human,FALSE,1,Urban,United States,4,TRUE,"Bubby,Dillingsley",2,Competition,FALSE,FALSE,0,0,0
491,"Be Cool, Scooby-Doo!",Boomerang,2,Ghost in the Mystery Machine,7.4,36,3/10/2018,22,TV Series,The Mystery Machine,Possessed Object,Car,Vehicle,FALSE,1,Desert,United States,4,TRUE,"Dr. Blum,Lori Walsh",2,Competition,FALSE,FALSE,0,0,0
492,"Be Cool, Scooby-Doo!",Boomerang,2,Naughty or Ice,7.4,38,3/11/2018,22,TV Series,Ice Man,Ancient,Caveman,Human,FALSE,1,Snow,United States,3,TRUE,Mrs. Anja,1,Theft,FALSE,FALSE,0,1,0
493,"Be Cool, Scooby-Doo!",Boomerang,2,Night of the Upsetting Shorts,7.3,39,3/12/2018,22,TV Series,Ape Man,Animal,Half-Human,Ape,FALSE,1,Urban,Florida,5,FALSE,Grammy Rodgers,1,Competition,FALSE,FALSE,0,0,0
494,"Be Cool, Scooby-Doo!",Boomerang,2,Junkyard Dogs,6.9,37,3/13/2018,22,TV Series,Trash Monster,Mechanical,Robot,Robot,FALSE,1,Rural,United States,3,TRUE,Officer Mike,1,Theft,FALSE,FALSE,0,0,0
495,"Be Cool, Scooby-Doo!",Boomerang,2,Protein Titans 2,6.7,33,3/14/2018,22,TV Series,Ghost Chef,Ghost,Chef,Human,FALSE,1,Urban,California,4,TRUE,"Zara,Megan Flemmming",2,Competition,FALSE,FALSE,0,1,0
496,"Be Cool, Scooby-Doo!",Boomerang,2,World of Witchcraft,6.9,33,3/15/2018,22,TV Series,Demon of Salem,Mythical,Demon,Demon,FALSE,1,Rural,Massachusetts,4,TRUE,"Mrs. Baker,Carl Baker",2,Theft,FALSE,FALSE,0,0,0
497,"Be Cool, Scooby-Doo!",Boomerang,2,Professor Huh? Part 1,7.8,37,3/16/2018,22,TV Series,Professor Huh?,Disguised,Random,Human,FALSE,1,Urban,United States,5,NULL,NULL,0,NULL,FALSE,FALSE,0,0,0
498,"Be Cool, Scooby-Doo!",Boomerang,2,Professor Huh? Part 6 3/4,7.9,36,3/17/2018,22,TV Series,Professor Huh?,Disguised,Random,Human,FALSE,1,Urban,United States,3,TRUE,"Rose,Rose Henchman,Rose Henchman",3,Competition,TRUE,FALSE,0,1,0
499,"Be Cool, Scooby-Doo!",Boomerang,2,Pizza O'Possumm's,6.8,31,3/18/2018,11,TV Series,Pizza O'Possum,Mechanical,Robot,Rat,FALSE,1,Urban,United States,3,FALSE,Lydia,1,Competition,FALSE,FALSE,0,0,0
500,"Be Cool, Scooby-Doo!",Boomerang,2,The Curse of Half-Beard's Booty,6.8,31,3/18/2018,11,TV Series,Half-Beard's Ghost,Ghost,Pirate,Human,FALSE,1,Cave,United States,3,TRUE,"Dr.Cutler,Oft-Injured Willy,Karen",3,Treasure,FALSE,FALSE,0,1,0
501,OK K.O.!,Cartoon Network,Crossover,Monster Party,8.1,26,10/1/2018,11,Crossover,Living Tree,Plant,Tree,Tree,TRUE,1,Rural,United States,0,NULL,NULL,0,NULL,FALSE,FALSE,0,0,0
502,Scooby-Doo and Guess Who?,Boomerang,1,Revenge of the Swamp Monster,7,126,6/27/2019,22,TV Series,Swamp Monster,Animal,Humanoid,Swamp-Monster,FALSE,1,Swamp,Florida,5,TRUE,Caddy,1,Competition,FALSE,FALSE,0,0,0
503,Scooby-Doo and Guess Who?,Boomerang,1,A Mystery Solving Gang Divided,7.9,93,7/2/2019,22,TV Series,Civil War Zombie Ghosts,Ghost,Soldier,Human,FALSE,1,Rural,Pennsylvania,2,TRUE,Jebb,1,Treasure,FALSE,FALSE,0,1,0
504,Scooby-Doo and Guess Who?,Boomerang,1,Peebles' Pet Show of Terrible Terrors!,7.9,79,7/11/2019,22,TV Series,Fish Monster,Animal,Humanoid,Fish,FALSE,1,Urban,United States,1,TRUE,Mr. Peebles,1,Competition,FALSE,FALSE,0,2,0
505,Scooby-Doo and Guess Who?,Boomerang,1,"Elementary, My Dear Shaggy!",8.1,78,7/18/2019,22,TV Series,Screaming Skulls of London,Ghost,Skulls,Skull,FALSE,1,Urban,England,3,TRUE,"Security Gaurd,Beefeater",2,Theft,TRUE,FALSE,0,1,0
506,Scooby-Doo and Guess Who?,Boomerang,1,Ollie Ollie In-Come Free!,7.3,84,7/25/2019,23,TV Series,Cat Mummy,Undead,Mummy,Cat,FALSE,1,Urban,England,3,TRUE,Antique Dealer,1,Theft,TRUE,FALSE,0,1,0
507,Scooby-Doo and Guess Who?,Boomerang,1,The Scooby of a Thousand Faces!,8.1,74,8/1/2019,22,TV Series,Minotaur,Mythical,Minotaur,Minotaur,FALSE,1,Rural,Greece,2,TRUE,Curator,1,Treasure,FALSE,FALSE,0,2,0
508,Scooby-Doo and Guess Who?,Boomerang,1,The Cursed Cabinet of Professor Madds Markson,8.3,70,8/8/2019,22,TV Series,"Ghost of Madds Markson,Madds Markson Monster","Undead,Animal","Ghost,Mutant","Human,Bunny",FALSE,2,Urban,Nevada,3,FALSE,Teller,1,Entertainment,FALSE,FALSE,0,0,0
509,Scooby-Doo and Guess Who?,Boomerang,1,When Urkel-Bots Go Bad!,6.5,74,8/15/2019,22,TV Series,Technomancer,Magician,Technomancer,Human,FALSE,1,Urban,Illinois,4,TRUE,Janitor,1,Natural Resource,FALSE,FALSE,0,2,0
510,Scooby-Doo and Guess Who?,Boomerang,1,The Fastest Food Fiend!,7.5,52,8/22/2019,23,TV Series,Spectral Speedster,Ghost,Humanoid,Monster,FALSE,1,Rural,United States,3,TRUE,Bill Tally,1,Competition,TRUE,FALSE,0,2,0
511,Scooby-Doo and Guess Who?,Boomerang,1,Attack of the Weird Al-Osaurus!,7.5,61,8/29/2019,23,TV Series,"Dinosaur,Dinosaur","Animal,Animal","Allosaurus,Ceratosarus","Dinosaur,Dinosaur",FALSE,2,Forest,United States,4,TRUE,"Pete,Pete",2,Natural Resource,FALSE,FALSE,0,3,0
512,Scooby-Doo and Guess Who?,Boomerang,1,"Now You Sia, Now You Don't!",7.4,59,9/5/2019,22,TV Series,Sia Doppelganger,Disguised,Sia,Human,FALSE,1,Urban,California,5,TRUE,Sia's Trainer,1,Theft,FALSE,FALSE,0,2,0
513,Scooby-Doo and Guess Who?,Boomerang,1,Quit Clowning!,7.4,47,9/12/2019,23,TV Series,Pazzo the Ghost Clown,Ghost,Clown,Human,FALSE,1,Urban,Georgia,4,TRUE,A.J. Dobbs,1,Competition,FALSE,FALSE,0,2,0
514,Scooby-Doo and Guess Who?,Boomerang,1,"What a Night, for a Dark Knight",8.7,84,9/19/2019,22,TV Series,Man-Bat,Animal,Humanoid,Bat,FALSE,1,Urban,United States,3,TRUE,Joker,1,Theft,TRUE,FALSE,3,4,0
515,Scooby-Doo and Guess Who?,Boomerang,1,The Nightmare Ghost of Psychic U!,8.1,38,7/2/2020,23,TV Series,Nightmare Ghost,Ghost,Nightmare,Human,FALSE,1,Snow,Pennsylvania,2,TRUE,Cafeteria Lady,1,Inheritance,TRUE,FALSE,0,3,0
516,Scooby-Doo and Guess Who?,Boomerang,1,"The Sword, the Fox and the Scooby-Doo!",8.8,35,7/2/2020,23,TV Series,Fox Monster,Animal,Giant,Fox,FALSE,1,Rural,Japan,3,TRUE,Coach Roachner,1,Theft,TRUE,FALSE,0,0,0
517,Scooby-Doo and Guess Who?,Boomerang,1,One Minuite Mysteries!,7.9,36,7/2/2020,23,TV Series,"Miner Forty-Niner,Ghost of Captain Cutler,Spooky Space Kook,Snow Ghost,Clown,Ghost of Redbeard,Back Knight,Witch,Witch Doctor,Phantom,Creeper,Giant Teddy Bear","Ancient,Ghost,Extraterrestrial,Animal,Disguised,Ghost,Possessed Object,Magician,Magician,Ghost,Undead,Possessed Object,","Miner,Suit,Phantom,Ghost,Clown,Pirate,Suit,Witch,Shaman,Phantom,Zombie,Giant","Human,Human,Alien,Snow-Monster,Human,Human,Object,Human,Human,Human,Human,Teddy Bear",FALSE,12,Rural,United States,1,TRUE,"Hank,Captain Cutler,Henry Bascomb,Mr. Greenway,C.L. Magnus,Mr.Wickles,Simone,Buck Masters,Bluestone the Great,Mr. Carswell,Trickster",11,Competition,TRUE,FALSE,0,1,0
518,Scooby-Doo and Guess Who?,Boomerang,1,Hollywood Knights!,8.1,25,7/2/2020,22,TV Series,Ghost of the Doom Bringer,Possessed Object,Suit,Suit,FALSE,1,Urban,California,4,TRUE,Jimmy,1,Inheritance,TRUE,FALSE,0,4,0
519,Scooby-Doo and Guess Who?,Boomerang,1,The New York Underground!,7.8,27,7/2/2020,22,TV Series,Gator Man Monster,Animal,Humanoid,Alligator,FALSE,1,Urban,New York,4,TRUE,Poetry Slam Promoter,1,Treasure,TRUE,FALSE,0,2,0
520,Scooby-Doo and Guess Who?,Boomerang,1,Fear the Fire Beast!,7.7,23,7/2/2020,22,TV Series,Fire Monster of Mount Etna,Animal,Humanoid,Fire-Monster,FALSE,1,Urban,Italy,3,TRUE,Nana,1,Competition,TRUE,FALSE,0,1,0
521,Scooby-Doo and Guess Who?,Boomerang,1,Too Many Dummies!,8.2,28,7/2/2020,22,TV Series,Crazy Carl,Possessed Object,Humanoid,Puppet,FALSE,1,Rural,United States,6,TRUE,Baz Bozzington,1,Competition,TRUE,FALSE,0,1,0
522,Scooby-Doo and Guess Who?,Boomerang,1,Dance Matron of Mayhem,7.6,22,7/2/2020,22,TV Series,Ghost of Madame Zobrinsky,Ghost,Ghost,Human,FALSE,1,Urban,Pennsylvania,2,FALSE,Madame Zobrinsky,1,Competition,FALSE,FALSE,0,0,0
523,Scooby-Doo and Guess Who?,Boomerang,1,The Wedding Witch of Wainsly Hall!,8.6,19,7/2/2020,22,TV Series,Wedding Witch of Wainsly Hall,Magician,Witch,Human,FALSE,1,Swamp,United States,3,TRUE,Food Truck Chef Lady,1,Theft,FALSE,FALSE,0,1,0
524,Scooby-Doo and Guess Who?,Boomerang,1,A Run Cycle Through Time!,7.9,21,7/2/2020,22,TV Series,"Chronobeast,Robo Dooby Doo","Animal,Mechanical","Humanoid,Robot","Chronobeast,Hound",FALSE,2,Desert,United States,0,FALSE,Malcolm McDowell,1,Simulation,TRUE,FALSE,0,3,0
525,Scooby-Doo and Guess Who?,Boomerang,1,I Put a Hex on You!,8.4,25,7/2/2020,22,TV Series,Ghost of Ester Moonkiller,Ghost,Ghost,Human,FALSE,1,Urban,Ohio,3,TRUE,Xander,1,Competition,TRUE,FALSE,0,0,0
526,Scooby-Doo and Guess Who?,Boomerang,1,The High School Wolfman's Musical Lament!,7.6,27,7/2/2020,23,TV Series,Werewolf,Animal,Werewolf,Human,FALSE,1,Urban,United States,4,TRUE,Christian Slater,1,Competition,TRUE,FALSE,5,0,1
527,Scooby-Doo and Guess Who?,Boomerang,1,Space Station Scooby,8.2,24,7/2/2020,22,TV Series,Tardigrade Monster,Animal,Giant,Tardigrade,FALSE,1,Space,Space,4,TRUE,"Jacques Pierre,Pierre Jacques",2,Theft,FALSE,FALSE,0,3,0
