respondentID,travel_frequency,recline,height,children,arm_rests,middle_arm_rest,window_shade,unsold_seat,talkative,get_up,recline_obligation,rude_recline,remove_recline,switch_friend,switch_family,wakeup_bathroom,wakeup_walk,baby,unruly_children,electronics,smoke,gender,age,income,education,college,region
254,Occasionally,Always,66,No,Other (please specify),Other (please specify),The person in the window seat should have exclusive control,Somewhat,No,Once,"No, the person on the flight has no obligation to the person behind them",No,No,Somewhat,Somewhat,No,Yes,Somewhat,Yes,No,No,not_Female,41,>$150k,Some college or Associate degree,college,Pacific
255,Occasionally,About half the time,71,No,The people in the aisle and window seats get both arm rests,The person in aisle,The person in the window seat should have exclusive control,Somewhat,No,Once,"Yes, they should not recline their chair if the person behind them asks them not to",Somewhat,No,Yes,Somewhat,Yes,Yes,Somewhat,Yes,No,No,not_Female,21,>$150k,Bachelor degree,college,Middle Atlantic
256,Occasionally,Never,70,No,The arm rests should be shared,The person by the window,The person in the window seat should have exclusive control,No,Yes,Four times,"Yes, they should not recline their chair if the person behind them asks them not to",Somewhat,Yes,No,No,No,No,Yes,Yes,No,No,not_Female,37,$50-100k,Some college or Associate degree,college,South Atlantic
257,Occasionally,Once in a while,74,Yes,The arm rests should be shared,The person by the window,Everyone in the row should have some say,Somewhat,No,Three times,"Yes, they should not recline their chair if the person behind them asks them not to",No,No,Somewhat,No,No,Somewhat,No,Somewhat,No,No,not_Female,35,$50-100k,Bachelor degree,college,West South Central
258,Occasionally,Never,70,Yes,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Twice,"Yes, they should not recline their chair if the person behind them asks them not to",Yes,No,No,No,Somewhat,Somewhat,No,Yes,No,No,not_Female,29,$50-100k,Some college or Associate degree,college,Pacific
259,Occasionally,About half the time,72,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Twice,"Yes, they should not recline their chair if the person behind them asks them not to",No,No,Somewhat,No,Somewhat,Somewhat,Somewhat,Somewhat,No,No,not_Female,28,<$25k,Bachelor degree,college,Pacific
260,Occasionally,Once in a while,71,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,Somewhat,No,Twice,"Yes, they should not recline their chair if the person behind them asks them not to",Somewhat,No,Somewhat,No,No,Somewhat,No,Somewhat,No,No,not_Female,21,$25-50k,Some college or Associate degree,college,Pacific
261,Occasionally,Usually,65,No,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,Somewhat,No,More than five times times,"No, the person on the flight has no obligation to the person behind them",Somewhat,No,Somewhat,No,No,Somewhat,Somewhat,Yes,No,No,not_Female,28,<$25k,High school degree,HS,Pacific
262,Occasionally,Once in a while,72,Yes,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,No,Somewhat,Three times,"No, the person on the flight has no obligation to the person behind them",No,Yes,No,No,No,No,No,No,No,No,not_Female,32,>$150k,Bachelor degree,college,New England
263,Occasionally,Never,67,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Three times,"Yes, they should not recline their chair if the person behind them asks them not to",Somewhat,Yes,No,No,No,No,No,No,Yes,No,not_Female,22,$25-50k,Bachelor degree,college,Pacific
264,Occasionally,Once in a while,67,Yes,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,Somewhat,More than five times times,"Yes, they should not recline their chair if the person behind them asks them not to",Yes,No,Somewhat,Somewhat,Somewhat,Yes,No,Yes,No,No,not_Female,22,>$150k,Bachelor degree,college,South Atlantic
265,Occasionally,Once in a while,76,No,Other (please specify),Other (please specify),The person in the window seat should have exclusive control,No,Somewhat,More than five times times,"Yes, they should not recline their chair if the person behind them asks them not to",Somewhat,No,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,No,No,not_Female,40,<$25k,Bachelor degree,college,Mountain
266,Occasionally,Never,72,No,The arm rests should be shared,The person in aisle,Everyone in the row should have some say,No,Somewhat,More than five times times,"Yes, they should not recline their chair if the person behind them asks them not to",No,No,No,No,No,Somewhat,Somewhat,No,No,No,not_Female,19,<$25k,Some college or Associate degree,college,East North Central
267,Occasionally,Once in a while,70,Yes,Whoever puts their arm on the arm rest first,Whoever puts their arm on the arm rest first,The person in the window seat should have exclusive control,No,Somewhat,Twice,"Yes, they should not recline their chair if the person behind them asks them not to",No,No,Somewhat,Somewhat,Somewhat,Somewhat,No,Somewhat,No,No,not_Female,35,$50-100k,Some college or Associate degree,college,South Atlantic
268,Occasionally,Always,72,No,Other (please specify),Other (please specify),The person in the window seat should have exclusive control,No,No,More than five times times,"No, the person on the flight has no obligation to the person behind them",No,No,No,No,No,No,No,Somewhat,Yes,No,not_Female,23,<$25k,Bachelor degree,college,Pacific
269,Occasionally,Once in a while,69,No,Whoever puts their arm on the arm rest first,Whoever puts their arm on the arm rest first,Everyone in the row should have some say,No,No,More than five times times,"No, the person on the flight has no obligation to the person behind them",No,No,No,No,No,No,No,No,No,No,not_Female,23,<$25k,Some college or Associate degree,college,Mountain
270,Occasionally,Once in a while,73,No,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,No,No,Twice,"Yes, they should not recline their chair if the person behind them asks them not to",Yes,Yes,No,No,No,Somewhat,Somewhat,Yes,Yes,No,not_Female,40,>$150k,Graduate degree,college,East North Central
271,Occasionally,Usually,70,No,The person in the middle seat gets both arm rests,The person in aisle,Everyone in the row should have some say,Somewhat,Somewhat,Twice,"Yes, they should not recline their chair if the person behind them asks them not to",Somewhat,Yes,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,No,No,not_Female,32,$50-100k,Graduate degree,college,West South Central
272,Occasionally,About half the time,73,Yes,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,More than five times times,"Yes, they should not recline their chair if the person behind them asks them not to",No,No,No,No,No,Somewhat,No,Somewhat,No,No,not_Female,43,$50-100k,Bachelor degree,college,New England
273,Occasionally,Never,70,No,Whoever puts their arm on the arm rest first,Whoever puts their arm on the arm rest first,The person in the window seat should have exclusive control,No,Somewhat,Twice,"Yes, they should not recline their chair if the person behind them asks them not to",Yes,Yes,No,No,No,Somewhat,Somewhat,Yes,Yes,No,not_Female,41,>$150k,Graduate degree,college,South Atlantic
274,Occasionally,Never,72,No,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,No,No,Twice,"Yes, they should not recline their chair if the person behind them asks them not to",Somewhat,No,No,No,No,Somewhat,No,Somewhat,No,No,not_Female,22,>$150k,Bachelor degree,college,East North Central
276,Occasionally,Once in a while,67,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,Somewhat,Somewhat,Twice,"Yes, they should not recline their chair if the person behind them asks them not to",Somewhat,No,No,No,No,Somewhat,No,Somewhat,No,No,not_Female,37,<$25k,Bachelor degree,college,Middle Atlantic
277,Occasionally,Usually,69,No,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,No,No,Twice,"Yes, they should not recline their chair if the person behind them asks them not to",No,No,No,No,No,Somewhat,No,Somewhat,No,No,not_Female,35,$50-100k,Bachelor degree,college,South Atlantic
278,Occasionally,Never,69,Yes,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,No,No,Twice,"Yes, they should not recline their chair if the person behind them asks them not to",No,No,No,No,No,Somewhat,No,Somewhat,No,No,not_Female,33,$100-150k,High school degree,HS,Pacific
279,Occasionally,Once in a while,76,No,The arm rests should be shared,The person in aisle,Everyone in the row should have some say,No,No,Once,"Yes, they should not recline their chair if the person behind them asks them not to",No,No,Somewhat,No,Somewhat,Somewhat,Somewhat,Yes,Yes,No,not_Female,30,$50-100k,Some college or Associate degree,college,West South Central
280,Occasionally,Never,70,No,The person in the middle seat gets both arm rests,The arm rests should be shared,Everyone in the row should have some say,No,No,Once,"Yes, they should not recline their chair if the person behind them asks them not to",Somewhat,Yes,Somewhat,Somewhat,Somewhat,Yes,No,No,No,No,not_Female,23,<$25k,Bachelor degree,college,East North Central
281,Occasionally,Once in a while,57,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,Somewhat,More than five times times,"Yes, they should not recline their chair if the person behind them asks them not to",Somewhat,No,Somewhat,No,Somewhat,Yes,Yes,Yes,No,No,not_Female,27,$25-50k,Less than high school degree,HS,South Atlantic
282,Occasionally,Always,76,No,Whoever puts their arm on the arm rest first,Whoever puts their arm on the arm rest first,The person in the window seat should have exclusive control,No,No,Twice,"No, the person on the flight has no obligation to the person behind them",Somewhat,Yes,No,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,No,No,not_Female,33,<$25k,Bachelor degree,college,East North Central
283,Occasionally,Once in a while,68,No,Whoever puts their arm on the arm rest first,Whoever puts their arm on the arm rest first,The person in the window seat should have exclusive control,No,No,Twice,"Yes, they should not recline their chair if the person behind them asks them not to",No,No,No,No,No,Somewhat,No,Somewhat,No,No,not_Female,27,$25-50k,Some college or Associate degree,college,Pacific
